pair,df,p,idk
DENTUSDTM-CRVUSDTM,-1.4075758736001134,0.5786388086812476,7
DENTUSDTM-COMPUSDTM,-0.48759241330259423,0.8944150958574284,12
DENTUSDTM-XTZUSDTM,-1.3012059473300357,0.6286204108613767,13
DENTUSDTM-KNCUSDTM,-1.0018874540930642,0.7525752733236704,11
DENTUSDTM-HBARUSDTM,-0.9651403595662258,0.7657653382283582,6
DENTUSDTM-THETAUSDTM,-1.6114822826748216,0.477197539024969,12
DENTUSDTM-XMRUSDTM,-0.5755449218298372,0.8764126816075087,4
DENTUSDTM-OCEANUSDTM,-2.0660084231255738,0.25840054598603257,11
DENTUSDTM-DASHUSDTM,-1.5239491682761304,0.5216325222546851,19
DENTUSDTM-MIRUSDTM,-0.8152687753087753,0.8145957851520783,12
DENTUSDTM-CHRUSDTM,-2.5212577777746668,0.11038737594868547,9
DENTUSDTM-GRTUSDTM,-1.434491359467703,0.5656334392848641,7
DENTUSDTM-LINKUSDTM,-1.3030779218926636,0.6277629868122921,5
DENTUSDTM-DOGEUSDTM,-1.536769702859326,0.5152498732659525,16
DENTUSDTM-XLMUSDTM,-1.8090319975987694,0.3759868671156779,11
DENTUSDTM-NEOUSDTM,-3.499515180020734,0.007999553998914366,11
DENTUSDTM-UNIUSDTM,-1.6810023494618311,0.44092625758335774,5
DENTUSDTM-XEMUSDTM,-1.5022611552689382,0.5323924826398237,4
DENTUSDTM-ETCUSDTM,-0.41963506551586305,0.9067684458939127,12
DENTUSDTM-CELOUSDTM,-2.082809715858412,0.2514828429121406,6
DENTUSDTM-SOSUSDTM,-1.7786990947811876,0.39108709710570894,6
DENTUSDTM-SANDUSDTM,-1.1860772096314613,0.679556086994501,5
DENTUSDTM-IOSTUSDTM,-1.9701755051717547,0.2998012193790367,11
DENTUSDTM-KSMUSDTM,-2.3635946680410598,0.15227620804697767,10
DENTUSDTM-YFIUSDTM,-0.6376947456296693,0.8622350889990387,5
DENTUSDTM-ENJUSDTM,-1.5187868045392945,0.5241981532461739,4
DENTUSDTM-NEARUSDTM,-2.1050723759384007,0.2424798715124878,7
DENTUSDTM-MATICUSDTM,-0.9369388049755925,0.7755647441422893,4
DENTUSDTM-IMXUSDTM,-1.3188236432275722,0.6205170810145163,12
DENTUSDTM-OMGUSDTM,-3.171843154662523,0.021673461165929164,3
DENTUSDTM-NFTUSDTM,-1.3966390852420933,0.5838863184447749,4
DENTUSDTM-C98USDTM,-2.5836337690555644,0.0964272323707504,6
DENTUSDTM-SHIBUSDTM,-0.7762717311546815,0.8259929040488336,4
DENTUSDTM-ALGOUSDTM,-2.23701547595078,0.19308622194417713,6
DENTUSDTM-SOLUSDTM,-1.6531238445869676,0.45541176048275034,5
APEUSDTM-TLMUSDTM,-1.9124564576523508,0.3262240809249839,12
APEUSDTM-FTMUSDTM,-1.5964367755518336,0.4853831690491834,12
APEUSDTM-XRPUSDTM,-1.363059970226612,0.599851997622436,12
APEUSDTM-VRAUSDTM,-1.6333226014431954,0.46575201412325334,13
APEUSDTM-BNBUSDTM,-1.3603034818171578,0.6011523387923098,12
APEUSDTM-BANDUSDTM,-1.93779717580456,0.3144942695293723,13
APEUSDTM-JASMYUSDTM,-1.00161169418158,0.7526760189718376,6
APEUSDTM-CELRUSDTM,-2.061844562372582,0.26013116105215417,12
APEUSDTM-SLPUSDTM,-1.8727968418753755,0.34496452871820316,13
APEUSDTM-ONEUSDTM,-1.7802065323847884,0.39033192986830406,12
APEUSDTM-ZECUSDTM,-1.8519860433930044,0.35497424573643244,12
APEUSDTM-ETHUSDTM,-1.8676894308430605,0.3474102881462662,13
APEUSDTM-MANAUSDTM,-1.4885183516656884,0.5391833073023898,13
APEUSDTM-1INCHUSDTM,-1.6052685403447484,0.4809464179484999,12
APEUSDTM-ONTUSDTM,-1.5318538287598658,0.5176990080966949,12
APEUSDTM-XBTUSDTM,-1.6373454057074013,0.4636482296189975,13
APEUSDTM-SRMUSDTM,1.2587283516364243,0.9963675530407393,12
APEUSDTM-VETUSDTM,-2.02158671229422,0.27718901435866616,13
APEUSDTM-EGLDUSDTM,-1.8764713092098677,0.34320940027170366,12
APEUSDTM-MKRUSDTM,-1.4392058999832231,0.5633427820421774,12
APEUSDTM-BCHUSDTM,-1.8691688980719705,0.34670108819401696,12
APEUSDTM-YGGUSDTM,-1.571154553620519,0.49806531589332664,12
APEUSDTM-SNXUSDTM,-2.0216416209496564,0.27716535290614697,12
APEUSDTM-LRCUSDTM,-1.0268078003016068,0.743361649007615,12
APEUSDTM-AGLDUSDTM,-2.1331228043499015,0.23140596552069626,9
APEUSDTM-FLOWUSDTM,-1.6459984788194761,0.4591281630888938,12
APEUSDTM-EOSUSDTM,-1.8642368541139331,0.3490676380131831,12
APEUSDTM-RVNUSDTM,-1.9923269838765987,0.2899475505855062,12
APEUSDTM-CHZUSDTM,-1.3833135439544564,0.5902491584665495,12
APEUSDTM-QTUMUSDTM,-1.5710054374379112,0.49814001593579255,12
APEUSDTM-ICPUSDTM,-2.8500591633409265,0.05147128663816414,4
APEUSDTM-ALICEUSDTM,-1.7908169232229283,0.38503027298112114,12
APEUSDTM-LINAUSDTM,-1.8628603206627825,0.3497293190493509,12
APEUSDTM-DOTUSDM,-1.5365623978209577,0.5153531978747222,12
APEUSDTM-WAVESUSDTM,-1.9196463475735224,0.3228760361508371,12
APEUSDTM-LTCUSDTM,-1.6952990775886174,0.4335361466554505,12
APEUSDTM-CTSIUSDTM,-2.513530704595001,0.11221677231643307,13
APEUSDTM-LUNAUSDTM,-1.700484454461523,0.43086288865580413,13
APEUSDTM-CROUSDTM,-1.4334917327889065,0.5661186622280316,12
APEUSDTM-TRXUSDTM,-1.2868911485041186,0.6351480866385019,12
APEUSDTM-IOTXUSDTM,-1.9514046992373226,0.308278165635974,13
APEUSDTM-FILUSDTM,-1.4483112847671584,0.5589086872989544,12
APEUSDTM-DGBUSDTM,-1.637161940893083,0.4637441428568808,12
APEUSDTM-ADAUSDTM,-1.771869379218595,0.39451446367001713,12
APEUSDTM-GALAUSDTM,-1.9146636958842507,0.32519459990927857,13
APEUSDTM-ENSUSDTM,-1.9969446831607696,0.2879143539262211,12
APEUSDTM-AAVEUSDTM,-1.7338167062696983,0.4137786743345817,12
APEUSDTM-ATOMUSDTM,-1.304573557069192,0.6270773167609005,13
APEUSDTM-SUSHIUSDTM,-1.8532523250127495,0.35436187569224786,12
APEUSDTM-SXPUSDTM,-2.0716496559262914,0.2560661269343275,12
APEUSDTM-ROSEUSDTM,-2.0785276944627005,0.25323590884537306,13
APEUSDTM-WAXPUSDTM,-1.812442260764395,0.3743021872123702,17
APEUSDTM-API3USDTM,-1.6280913717379084,0.46848992263630385,18
APEUSDTM-BATUSDTM,-1.5032073898498377,0.5319240965169821,12
APEUSDTM-RNDRUSDTM,-1.9523310098607967,0.30785716038161437,12
APEUSDTM-DYDXUSDTM,-1.6928449692255814,0.43480268339273737,12
APEUSDTM-AXSUSDTM,-1.8282039888332229,0.36655180267248166,13
APEUSDTM-BSVUSDTM,-1.8327631531197217,0.36432124395943405,12
APEUSDTM-CRVUSDTM,-1.6983283961189763,0.43197394263887967,12
APEUSDTM-COMPUSDTM,-1.7930757508036308,0.38390476963087283,13
APEUSDTM-XTZUSDTM,-1.7683600189761337,0.3962793059034228,12
APEUSDTM-KNCUSDTM,-2.2010428820357477,0.20586716859552218,13
APEUSDTM-HBARUSDTM,-1.3875954891889521,0.5882083378855661,12
APEUSDTM-THETAUSDTM,-1.8952949400428525,0.33427774653972053,13
APEUSDTM-XMRUSDTM,-1.3557784613792176,0.6032834440456466,12
APEUSDTM-OCEANUSDTM,-1.8447029395097119,0.35850445776579687,12
APEUSDTM-DASHUSDTM,-1.6282680999349326,0.46839738839706524,12
APEUSDTM-MIRUSDTM,-1.025035755916339,0.7440239285982158,12
APEUSDTM-CHRUSDTM,-1.8409959846143642,0.3603065255454587,12
APEUSDTM-GRTUSDTM,-1.9987271502620567,0.28713147815885093,16
APEUSDTM-LINKUSDTM,-1.5691279532695288,0.49908043069017405,12
APEUSDTM-DOGEUSDTM,-1.3641266474236047,0.5993483729502176,12
APEUSDTM-XLMUSDTM,-1.6743409047988957,0.4443789310686819,12
APEUSDTM-NEOUSDTM,-1.9224737075320575,0.3215637388680037,12
APEUSDTM-UNIUSDTM,-1.6492053240257907,0.4574549047909686,12
APEUSDTM-XEMUSDTM,-1.7430262774485545,0.4090913944888325,12
APEUSDTM-ETCUSDTM,-0.4235806924434681,0.9060865746326892,12
APEUSDTM-CELOUSDTM,-1.6792776429874023,0.4418196365956092,12
APEUSDTM-SOSUSDTM,-1.1275455790945275,0.7039629951491401,12
APEUSDTM-SANDUSDTM,-1.4435163391178765,0.561245335348163,12
APEUSDTM-IOSTUSDTM,-1.8296934964641451,0.36582249918048015,12
APEUSDTM-KSMUSDTM,-1.9687821232151557,0.3004265139666964,12
APEUSDTM-YFIUSDTM,-1.7556138736779143,0.40271000188708594,13
APEUSDTM-ENJUSDTM,-1.540853225856686,0.5132138148772036,12
APEUSDTM-NEARUSDTM,-1.5398670524625107,0.5137056547442262,12
APEUSDTM-MATICUSDTM,-1.454912001401279,0.5556862712249447,12
APEUSDTM-IMXUSDTM,-1.3560771716198994,0.6031428991476292,11
APEUSDTM-OMGUSDTM,-2.1702673693449954,0.2172130775573678,12
APEUSDTM-NFTUSDTM,-1.2489802161058143,0.6521790316694672,12
APEUSDTM-C98USDTM,-2.038590757318191,0.2699128165867204,12
APEUSDTM-SHIBUSDTM,-1.4149466978166036,0.5750898792535001,12
APEUSDTM-ALGOUSDTM,-1.7633858701586047,0.3987850449853666,12
APEUSDTM-SOLUSDTM,-1.8363228820577393,0.3625832555653168,13
TLMUSDTM-FTMUSDTM,-0.9739524544585614,0.7626456153870809,14
TLMUSDTM-XRPUSDTM,-0.10446759067035175,0.9489917220461244,14
TLMUSDTM-VRAUSDTM,-1.430753164282178,0.5674471287162692,8
TLMUSDTM-BNBUSDTM,-0.1865809282056593,0.9401023471237294,6
TLMUSDTM-BANDUSDTM,-1.7182228577724616,0.4217488121070813,6
TLMUSDTM-JASMYUSDTM,-1.1103999781714053,0.7109067441759225,4
TLMUSDTM-CELRUSDTM,-2.4644634484985297,0.12436186234868618,7
TLMUSDTM-SLPUSDTM,-2.406424810203306,0.13993125866543438,6
TLMUSDTM-ONEUSDTM,-2.847843150616573,0.05175800093767001,7
TLMUSDTM-ZECUSDTM,-3.0875415008646963,0.027489016983989423,7
TLMUSDTM-ETHUSDTM,-1.2283869559451686,0.6612667337115194,6
TLMUSDTM-MANAUSDTM,-1.0239616960622615,0.7444248167660905,7
TLMUSDTM-1INCHUSDTM,-0.8080274064680112,0.816752697593906,9
TLMUSDTM-ONTUSDTM,-1.4462908943285089,0.5598936906953677,7
TLMUSDTM-XBTUSDTM,-0.532807014296622,0.8854538779128042,6
TLMUSDTM-SRMUSDTM,-2.363999143467447,0.15215618933860214,4
TLMUSDTM-VETUSDTM,-3.60447654509732,0.005676020274381655,6
TLMUSDTM-EGLDUSDTM,-2.982217008302386,0.03658881248102778,7
TLMUSDTM-MKRUSDTM,-0.14795209245554192,0.9444478747314121,6
TLMUSDTM-BCHUSDTM,-2.129507839745767,0.23281604709501746,7
TLMUSDTM-YGGUSDTM,-1.7743346343561794,0.39327620528929585,9
TLMUSDTM-SNXUSDTM,-1.6123008542875459,0.4767679015498917,6
TLMUSDTM-LRCUSDTM,-1.2267298996798384,0.6619928053520626,12
TLMUSDTM-AGLDUSDTM,-1.4391477737502383,0.5633710457974603,11
TLMUSDTM-FLOWUSDTM,-2.664854303775839,0.08031994674155651,6
TLMUSDTM-EOSUSDTM,-2.8264794844055063,0.05458977821284583,10
TLMUSDTM-RVNUSDTM,-2.882000804184005,0.047481451775424656,10
TLMUSDTM-CHZUSDTM,-1.3559799550072509,0.6031886422424094,7
TLMUSDTM-QTUMUSDTM,-1.0172322569684542,0.7469274602246554,5
TLMUSDTM-ICPUSDTM,-2.493174105259603,0.11714398466753778,2
TLMUSDTM-ALICEUSDTM,-2.2396136628654655,0.1921832919912712,6
TLMUSDTM-LINAUSDTM,-2.6693633855451435,0.07949142726702363,7
TLMUSDTM-DOTUSDM,-1.3780909945602025,0.5927333433024753,6
TLMUSDTM-WAVESUSDTM,-0.966649004933357,0.7652331816059397,8
TLMUSDTM-LTCUSDTM,-1.9346755631206567,0.3159285090336892,6
TLMUSDTM-CTSIUSDTM,-3.102832230472315,0.026344299507724673,5
TLMUSDTM-LUNAUSDTM,-0.1091566121268069,0.9485188275743234,7
TLMUSDTM-CROUSDTM,-1.3439955412507643,0.6088118281236421,7
TLMUSDTM-TRXUSDTM,-1.0434408241430682,0.7370925207743347,9
TLMUSDTM-IOTXUSDTM,-2.1758967054709992,0.21510956250244373,11
TLMUSDTM-FILUSDTM,-1.3614231298523913,0.6006243526600856,6
TLMUSDTM-DGBUSDTM,-2.8193470152341695,0.05556288612315679,7
TLMUSDTM-ADAUSDTM,-1.2207234310945279,0.6646180939865964,7
TLMUSDTM-GALAUSDTM,-1.2671690159177391,0.6440555352358738,6
TLMUSDTM-ENSUSDTM,-2.4367060675294336,0.13164320508566374,11
TLMUSDTM-AAVEUSDTM,-1.6801346285962449,0.4413756789470084,10
TLMUSDTM-ATOMUSDTM,-0.24250943904687058,0.9332612582613397,6
TLMUSDTM-SUSHIUSDTM,-1.5484730163836227,0.5094108542672624,11
TLMUSDTM-SXPUSDTM,-2.4715150853487904,0.12255971950638356,9
TLMUSDTM-ROSEUSDTM,-3.0735779908245795,0.02857133774056003,7
TLMUSDTM-WAXPUSDTM,-1.5255669053573784,0.5208279874107583,6
TLMUSDTM-API3USDTM,-1.8335066418503703,0.36395798383665856,6
TLMUSDTM-BATUSDTM,-0.7078265923457181,0.8447118449370756,12
TLMUSDTM-RNDRUSDTM,-2.747931237384566,0.06610492354668002,6
TLMUSDTM-DYDXUSDTM,-0.842835760274299,0.8062145391421729,11
TLMUSDTM-AXSUSDTM,-0.4197788748866574,0.9067436680292504,16
TLMUSDTM-BSVUSDTM,-2.848449130240102,0.0516794677271693,5
TLMUSDTM-CRVUSDTM,-1.792660793883053,0.3841114454460311,7
TLMUSDTM-COMPUSDTM,-0.24596710251601878,0.9328160322048817,10
TLMUSDTM-XTZUSDTM,-1.9058846511072594,0.3292978693670109,7
TLMUSDTM-KNCUSDTM,-0.6456607469262027,0.8603272662105149,9
TLMUSDTM-HBARUSDTM,-0.9821948683009635,0.7597027953965347,6
TLMUSDTM-THETAUSDTM,-1.699574117038144,0.43133191793293624,7
TLMUSDTM-XMRUSDTM,-0.5978771011890704,0.8714609938478983,10
TLMUSDTM-OCEANUSDTM,-1.5632726339392156,0.5020118947395684,18
TLMUSDTM-DASHUSDTM,-1.1590741248008127,0.6909487238083459,6
TLMUSDTM-MIRUSDTM,-0.7536253090531497,0.8323663408453321,9
TLMUSDTM-CHRUSDTM,-2.528848846223272,0.10861192802778441,7
TLMUSDTM-GRTUSDTM,-1.283320539158487,0.6367682226800593,7
TLMUSDTM-LINKUSDTM,-1.0026422349153106,0.7522993871926471,6
TLMUSDTM-DOGEUSDTM,-2.173233337647126,0.21610321752976908,10
TLMUSDTM-XLMUSDTM,-2.128468475777202,0.23322240813628942,14
TLMUSDTM-NEOUSDTM,-2.770386242910869,0.06262997557941705,9
TLMUSDTM-UNIUSDTM,-2.4101735792352073,0.1388855558199365,6
TLMUSDTM-XEMUSDTM,-1.9145386117428504,0.32525290143225927,6
TLMUSDTM-ETCUSDTM,-0.5262430485686924,0.8867928060806037,12
TLMUSDTM-CELOUSDTM,-2.3098878236363736,0.16879878033028023,6
TLMUSDTM-SOSUSDTM,-2.2906484785157954,0.17500176395383749,6
TLMUSDTM-SANDUSDTM,-1.4041259951689418,0.5802964738644872,7
TLMUSDTM-IOSTUSDTM,-2.1119097897261914,0.23975266117998617,6
TLMUSDTM-KSMUSDTM,-1.9586053769280738,0.3050127638971316,10
TLMUSDTM-YFIUSDTM,-0.7837834863677178,0.8238391980613118,7
TLMUSDTM-ENJUSDTM,-2.216711472831055,0.2002361600831557,6
TLMUSDTM-NEARUSDTM,-2.3378487633061105,0.16005131371067993,10
TLMUSDTM-MATICUSDTM,-0.9809367115660081,0.7601535464638394,6
TLMUSDTM-IMXUSDTM,-1.2933163807105348,0.6322245032459326,12
TLMUSDTM-OMGUSDTM,-2.091003406409401,0.24814753147993102,6
TLMUSDTM-NFTUSDTM,-1.556022744911587,0.5056383937326028,10
TLMUSDTM-C98USDTM,-2.5312722769586675,0.10804964177623017,10
TLMUSDTM-SHIBUSDTM,-1.1499023192140372,0.6947670269419699,11
TLMUSDTM-ALGOUSDTM,-3.6042902984159477,0.005679534190816843,7
TLMUSDTM-SOLUSDTM,-2.1216984403073487,0.23587952857694772,6
FTMUSDTM-XRPUSDTM,-2.2027423907563586,0.20525163329639534,18
FTMUSDTM-VRAUSDTM,-2.0718855768498714,0.2559687569085986,12
FTMUSDTM-BNBUSDTM,-2.0984612284892608,0.24513379928741202,18
FTMUSDTM-BANDUSDTM,-1.392611420022599,0.5858131259919425,15
FTMUSDTM-JASMYUSDTM,-0.09414142420783195,0.9500189528387467,10
FTMUSDTM-CELRUSDTM,-0.727737694052535,0.8394334469546725,4
FTMUSDTM-SLPUSDTM,-1.5008878072307623,0.5330721077367072,6
FTMUSDTM-ONEUSDTM,-2.0882023268977288,0.2492848905298451,7
FTMUSDTM-ZECUSDTM,-2.317548832937369,0.16637057194232768,9
FTMUSDTM-ETHUSDTM,-2.8167286542096606,0.05592364556059841,16
FTMUSDTM-MANAUSDTM,-2.4464311608415006,0.12905792607734712,14
FTMUSDTM-1INCHUSDTM,-3.1507757818387487,0.023016704467068102,19
FTMUSDTM-ONTUSDTM,-2.1917177105383,0.20926517135586464,14
FTMUSDTM-XBTUSDTM,-2.089782150295388,0.24864305015935062,18
FTMUSDTM-SRMUSDTM,-1.3014339216975601,0.6285160376803168,4
FTMUSDTM-VETUSDTM,-0.9524207479227691,0.7702200216282082,11
FTMUSDTM-EGLDUSDTM,-2.0052997702138966,0.28425418036927586,7
FTMUSDTM-MKRUSDTM,-2.4863937410385772,0.11882007062604333,8
FTMUSDTM-BCHUSDTM,-1.259574180142221,0.6474583967970499,14
FTMUSDTM-YGGUSDTM,-2.5168579383106264,0.11142629926882647,9
FTMUSDTM-SNXUSDTM,-1.39622420594227,0.5840849370173296,8
FTMUSDTM-LRCUSDTM,-0.7927403704902977,0.8212452331788813,13
FTMUSDTM-AGLDUSDTM,-1.0374691773921962,0.7393542306237011,11
FTMUSDTM-FLOWUSDTM,-2.2723831753964197,0.18102967854193497,11
FTMUSDTM-EOSUSDTM,-0.8768046143810974,0.7955149983872642,19
FTMUSDTM-RVNUSDTM,-1.8163092231251325,0.37239520526667047,11
FTMUSDTM-CHZUSDTM,-2.922638705241607,0.042778050337247464,7
FTMUSDTM-QTUMUSDTM,-0.17143628743127617,0.9418417934347265,8
FTMUSDTM-ICPUSDTM,-1.4980400674028422,0.5344806657759041,1
FTMUSDTM-ALICEUSDTM,-1.7957762604945084,0.3825606702208977,8
FTMUSDTM-LINAUSDTM,-1.6734536904030028,0.44483920633320745,5
FTMUSDTM-DOTUSDM,-2.2754747258022854,0.1799998887156229,8
FTMUSDTM-WAVESUSDTM,-2.668079163584753,0.07972671117158509,13
FTMUSDTM-LTCUSDTM,-2.1947208057006433,0.20816707643406762,8
FTMUSDTM-CTSIUSDTM,-1.9300489935333616,0.31805979858488576,5
FTMUSDTM-LUNAUSDTM,-1.9243526161494178,0.3206930076850657,14
FTMUSDTM-CROUSDTM,-2.4685731576851406,0.12330923525662862,8
FTMUSDTM-TRXUSDTM,-2.1218083321699814,0.2358362565000665,15
FTMUSDTM-IOTXUSDTM,-1.1704430844950706,0.686179404925347,8
FTMUSDTM-FILUSDTM,-2.1760703657156464,0.21504487071742617,14
FTMUSDTM-DGBUSDTM,-1.5365554044463108,0.5153566834345592,8
FTMUSDTM-ADAUSDTM,0.13622790011193617,0.9684492540207896,14
FTMUSDTM-GALAUSDTM,-3.2528437239187498,0.017122525419018143,9
FTMUSDTM-ENSUSDTM,-1.6526780632520615,0.45564411211862904,8
FTMUSDTM-AAVEUSDTM,-1.4406685167139226,0.562631409297437,10
FTMUSDTM-ATOMUSDTM,-1.7209177879042152,0.4203685024088249,18
FTMUSDTM-SUSHIUSDTM,-2.0981147024568942,0.24527336459914023,8
FTMUSDTM-SXPUSDTM,-1.675596799054215,0.4437275585460634,8
FTMUSDTM-ROSEUSDTM,-1.2031950070217892,0.6722197926143018,8
FTMUSDTM-WAXPUSDTM,-2.3897040475629017,0.14466347692644133,3
FTMUSDTM-API3USDTM,-2.7924881654168465,0.059354817574407005,9
FTMUSDTM-BATUSDTM,-1.9598706689473062,0.30444070628177256,18
FTMUSDTM-RNDRUSDTM,-2.5198795815313404,0.1107120261637749,8
FTMUSDTM-DYDXUSDTM,-2.5924776737782826,0.09456196744358836,17
FTMUSDTM-AXSUSDTM,1.0083747787698099,0.9943535309428698,19
FTMUSDTM-BSVUSDTM,-2.2616435472619627,0.18463715070728087,5
FTMUSDTM-CRVUSDTM,-2.1705550228789052,0.21710528549287356,11
FTMUSDTM-COMPUSDTM,-2.827206915547412,0.054491318440370626,14
FTMUSDTM-XTZUSDTM,-2.5309111847298302,0.10813328424183155,13
FTMUSDTM-KNCUSDTM,-2.306129616734639,0.16999866872708103,16
FTMUSDTM-HBARUSDTM,-2.225639134192774,0.19707186111412217,14
FTMUSDTM-THETAUSDTM,-1.8621959790310514,0.35004884184653984,14
FTMUSDTM-XMRUSDTM,-1.895970222424851,0.3339592136363815,18
FTMUSDTM-OCEANUSDTM,-1.1083669343792992,0.7117237604842276,14
FTMUSDTM-DASHUSDTM,-0.8474784363281184,0.8047764414444822,5
FTMUSDTM-MIRUSDTM,-1.40286885197481,0.5808999846306777,14
FTMUSDTM-CHRUSDTM,-1.7171057840068218,0.4223213101611748,9
FTMUSDTM-GRTUSDTM,-2.419127547679088,0.13641041389677816,9
FTMUSDTM-LINKUSDTM,-3.0431804433650664,0.031053963032671116,8
FTMUSDTM-DOGEUSDTM,-1.8217040548094434,0.3697407086542348,14
FTMUSDTM-XLMUSDTM,-1.9836794646370461,0.2937746121186353,14
FTMUSDTM-NEOUSDTM,-1.4866644552293298,0.5400976258117488,8
FTMUSDTM-UNIUSDTM,-1.2906403769699182,0.6334433998271892,8
FTMUSDTM-XEMUSDTM,-2.5026772423337844,0.11482428099774011,5
FTMUSDTM-ETCUSDTM,-0.0557653782869991,0.9536700907276937,12
FTMUSDTM-CELOUSDTM,-2.1077422353684225,0.2414128279158015,19
FTMUSDTM-SOSUSDTM,-1.6150986071808793,0.475299827279664,11
FTMUSDTM-SANDUSDTM,-2.789029448715171,0.059858001353829314,14
FTMUSDTM-IOSTUSDTM,-2.05408593779621,0.2633728794480459,4
FTMUSDTM-KSMUSDTM,-1.3844403571483028,0.589712458552255,10
FTMUSDTM-YFIUSDTM,-3.1681256635335906,0.02190542706486093,8
FTMUSDTM-ENJUSDTM,-1.2243022945235387,0.6630550968454283,15
FTMUSDTM-NEARUSDTM,-1.9558673639614952,0.3062524391119954,8
FTMUSDTM-MATICUSDTM,-2.355797223657606,0.1546027838018642,14
FTMUSDTM-IMXUSDTM,-0.8909922626851239,0.7909243193431621,16
FTMUSDTM-OMGUSDTM,-0.7178268911978892,0.8420777779123391,14
FTMUSDTM-NFTUSDTM,-2.3030710273572534,0.17097941705916786,8
FTMUSDTM-C98USDTM,-1.9389954975558497,0.3139445065128993,15
FTMUSDTM-SHIBUSDTM,-2.4548421477361346,0.12685176416179328,15
FTMUSDTM-ALGOUSDTM,-0.9565603303767481,0.7687765369025966,6
FTMUSDTM-SOLUSDTM,-1.1808890825725633,0.6817622495964333,14
XRPUSDTM-VRAUSDTM,-1.3361863655660131,0.6124587692760968,9
XRPUSDTM-BNBUSDTM,-2.000102876096247,0.2865279934070271,10
XRPUSDTM-BANDUSDTM,-0.844280210141061,0.8057679339770107,5
XRPUSDTM-JASMYUSDTM,-0.9801481482819978,0.7604357756572775,6
XRPUSDTM-CELRUSDTM,-0.38918012803040897,0.9118896946560193,7
XRPUSDTM-SLPUSDTM,-0.983641214194301,0.7591839353125174,7
XRPUSDTM-ONEUSDTM,-1.1379173984596906,0.6997165466973808,8
XRPUSDTM-ZECUSDTM,-0.7232843170497887,0.8406258428238864,6
XRPUSDTM-ETHUSDTM,-1.1325866253513783,0.7019033815471741,18
XRPUSDTM-MANAUSDTM,-1.3192564328575858,0.6203170757740802,7
XRPUSDTM-1INCHUSDTM,-1.8965853890436448,0.33366915266719244,10
XRPUSDTM-ONTUSDTM,-0.9789404497917719,0.7608675904027233,15
XRPUSDTM-XBTUSDTM,-2.2147624827611767,0.20093122178122885,18
XRPUSDTM-SRMUSDTM,-2.503047613399182,0.11473456736763876,4
XRPUSDTM-VETUSDTM,0.3193502011916726,0.9782150510461726,8
XRPUSDTM-EGLDUSDTM,-1.8086336072488722,0.37618385011708827,8
XRPUSDTM-MKRUSDTM,-2.3430750134215397,0.15845138772173029,7
XRPUSDTM-BCHUSDTM,-0.9483640424169704,0.7716287143032199,6
XRPUSDTM-YGGUSDTM,-1.2413248696702848,0.6555710997400169,8
XRPUSDTM-SNXUSDTM,-1.304526699220213,0.6270988069751978,8
XRPUSDTM-LRCUSDTM,-0.5123947714431603,0.8895749599349525,12
XRPUSDTM-AGLDUSDTM,-1.0774238826186873,0.723990527031139,11
XRPUSDTM-FLOWUSDTM,-1.0175784233147707,0.7467991057103496,8
XRPUSDTM-EOSUSDTM,-0.008147889389052983,0.9578530519156913,19
XRPUSDTM-RVNUSDTM,-0.6743205827791587,0.8532894410776786,8
XRPUSDTM-CHZUSDTM,-1.85448891629809,0.35376427099957686,6
XRPUSDTM-QTUMUSDTM,0.5581851585537698,0.9865383108251287,13
XRPUSDTM-ICPUSDTM,-0.7176641995708197,0.8421209047184315,1
XRPUSDTM-ALICEUSDTM,-1.1331036154655494,0.701691695026803,5
XRPUSDTM-LINAUSDTM,-1.3199223559620936,0.6200092455352775,5
XRPUSDTM-DOTUSDM,-1.0939081276709628,0.7174951490604037,8
XRPUSDTM-WAVESUSDTM,-2.0590841290256012,0.26128199558226817,18
XRPUSDTM-LTCUSDTM,-0.9081962620677343,0.7852612887114441,12
XRPUSDTM-CTSIUSDTM,-1.7793349962272373,0.3907684769709581,8
XRPUSDTM-LUNAUSDTM,-1.8906986151639664,0.3364493478068643,9
XRPUSDTM-CROUSDTM,-0.4613323471066012,0.8993439253198221,10
XRPUSDTM-TRXUSDTM,-1.5478687309054158,0.5097126170336354,7
XRPUSDTM-IOTXUSDTM,-1.216169637382005,0.666601552424166,8
XRPUSDTM-FILUSDTM,-1.4426292129364786,0.5616772497403262,4
XRPUSDTM-DGBUSDTM,-0.1933953911067946,0.9393043039111324,7
XRPUSDTM-ADAUSDTM,1.1588716998063149,0.9956890350691034,8
XRPUSDTM-GALAUSDTM,-2.717202695861497,0.07110846415260257,9
XRPUSDTM-ENSUSDTM,-1.365638113860426,0.5986343331357342,8
XRPUSDTM-AAVEUSDTM,-1.040533724669929,0.7381950876012497,10
XRPUSDTM-ATOMUSDTM,-1.8154049568236228,0.37284082470167923,11
XRPUSDTM-SUSHIUSDTM,-1.3524937745465173,0.6048276328316037,10
XRPUSDTM-SXPUSDTM,-1.157449366347752,0.6916270414485373,7
XRPUSDTM-ROSEUSDTM,-0.3247166187140764,0.9219300380256205,6
XRPUSDTM-WAXPUSDTM,-1.0857892684483486,0.7207055826658055,3
XRPUSDTM-API3USDTM,-3.2382442473762127,0.017874968990668,9
XRPUSDTM-BATUSDTM,-2.6288863524652935,0.08717279130086081,10
